# Last Local Modifications (sorted by filesystem mtime desc)
# Repo: /Volumes/LORULE/DEV/Projets/MDVZ/MidivisiVici
# Generated: 2026-03-12 01:06:06
# Status legend: M=modified, D=deleted, A=added(tracked), R=renamed, C=copied, ??=untracked

Timestamp            St   Path
2026-03-12 01:01:42  ??   JuceLibraryCode/modules/juce_audio_devices/midi_io/ump/juce_UMPLegacyVirtualInput.cpp
2026-03-12 01:01:42  ??   JuceLibraryCode/modules/juce_audio_devices/midi_io/ump/juce_UMPLegacyVirtualInput.h
2026-03-12 01:01:42  ??   JuceLibraryCode/modules/juce_audio_devices/midi_io/ump/juce_UMPLegacyVirtualOutput.cpp
2026-03-12 01:01:42  ??   JuceLibraryCode/modules/juce_audio_devices/midi_io/ump/juce_UMPLegacyVirtualOutput.h
2026-03-12 01:01:42  ??   JuceLibraryCode/modules/juce_audio_devices/midi_io/ump/juce_UMPOutput.cpp
2026-03-12 01:01:42  ??   JuceLibraryCode/modules/juce_audio_devices/midi_io/ump/juce_UMPOutput.h
2026-03-12 01:01:42  ??   JuceLibraryCode/modules/juce_audio_devices/midi_io/ump/juce_UMPSession.cpp
2026-03-12 01:01:42  ??   JuceLibraryCode/modules/juce_audio_devices/midi_io/ump/juce_UMPSession.h
2026-03-12 01:01:42  ??   JuceLibraryCode/modules/juce_audio_devices/midi_io/ump/juce_UMPStaticDeviceInfo.h
2026-03-12 01:01:42  ??   JuceLibraryCode/modules/juce_audio_devices/midi_io/ump/juce_UMPVirtualEndpoint.cpp
2026-03-12 01:01:42  ??   JuceLibraryCode/modules/juce_audio_devices/midi_io/ump/juce_UMPVirtualEndpoint.h
2026-03-12 01:01:42  ??   JuceLibraryCode/modules/juce_audio_devices/native/asio/LICENSE.txt
2026-03-12 01:01:42  ??   JuceLibraryCode/modules/juce_audio_devices/native/asio/asio.h
2026-03-12 01:01:42  ??   JuceLibraryCode/modules/juce_audio_devices/native/asio/asiosys.h
2026-03-12 01:01:42  ??   JuceLibraryCode/modules/juce_audio_devices/native/asio/iasiodrv.h
2026-03-12 01:01:42  ??   JuceLibraryCode/modules/juce_audio_devices/native/javaopt/app/com/rmsl/juce/VirtualMidiServices.java
2026-03-12 01:01:42  ??   JuceLibraryCode/modules/juce_audio_devices/native/juce_ALSA_weak_linux.h
2026-03-12 01:01:42  ??   JuceLibraryCode/modules/juce_audio_formats/format/juce_AudioFormatWriterOptions.h
2026-03-12 01:01:42  ??   JuceLibraryCode/modules/juce_audio_plugin_client/AAX/SDK/Interfaces/AAX_EnumSizeCheck.h
2026-03-12 01:01:42  ??   JuceLibraryCode/modules/juce_audio_plugin_client/VST3/juce_VST3ModuleInfo.h
2026-03-12 01:01:42  ??   JuceLibraryCode/modules/juce_audio_processors/format/juce_AudioPluginFormatManagerHelpers.cpp
2026-03-12 01:01:42  ??   JuceLibraryCode/modules/juce_audio_processors/format/juce_AudioPluginFormatManagerHelpers.h
2026-03-12 01:01:42  ??   JuceLibraryCode/modules/juce_audio_processors/format_types/juce_AudioUnitPluginFormat_test.cpp
2026-03-12 01:01:42  ??   JuceLibraryCode/modules/juce_audio_processors/utilities/juce_NSViewComponentWithParent.h
2026-03-12 01:01:42  ??   JuceLibraryCode/modules/juce_audio_processors_headless/format/juce_AudioPluginFormat.cpp
2026-03-12 01:01:42  ??   JuceLibraryCode/modules/juce_audio_processors_headless/format/juce_AudioPluginFormat.h
2026-03-12 01:01:42  ??   JuceLibraryCode/modules/juce_audio_processors_headless/format/juce_AudioPluginFormatManager.cpp
2026-03-12 01:01:42  ??   JuceLibraryCode/modules/juce_audio_processors_headless/format/juce_AudioPluginFormatManager.h
2026-03-12 01:01:42  ??   JuceLibraryCode/modules/juce_audio_processors_headless/format/juce_PluginFormatDefs.h
2026-03-12 01:01:42  ??   JuceLibraryCode/modules/juce_audio_processors_headless/format_types/LV2_SDK/README.md
2026-03-12 01:01:42  ??   JuceLibraryCode/modules/juce_audio_processors_headless/format_types/LV2_SDK/generate_lv2_bundle_sources.py
2026-03-12 01:01:42  ??   JuceLibraryCode/modules/juce_audio_processors_headless/format_types/LV2_SDK/juce_lv2_config.h
2026-03-12 01:01:42  ??   JuceLibraryCode/modules/juce_audio_processors_headless/format_types/LV2_SDK/lilv/COPYING
2026-03-12 01:01:42  ??   JuceLibraryCode/modules/juce_audio_processors_headless/format_types/LV2_SDK/lilv/lilv/lilv.h
2026-03-12 01:01:42  ??   JuceLibraryCode/modules/juce_audio_processors_headless/format_types/LV2_SDK/lilv/lilv/lilvmm.hpp
2026-03-12 01:01:42  ??   JuceLibraryCode/modules/juce_audio_processors_headless/format_types/LV2_SDK/lilv/src/collections.c
2026-03-12 01:01:42  ??   JuceLibraryCode/modules/juce_audio_processors_headless/format_types/LV2_SDK/lilv/src/filesystem.c
2026-03-12 01:01:42  ??   JuceLibraryCode/modules/juce_audio_processors_headless/format_types/LV2_SDK/lilv/src/filesystem.h
2026-03-12 01:01:42  ??   JuceLibraryCode/modules/juce_audio_processors_headless/format_types/LV2_SDK/lilv/src/instance.c
2026-03-12 01:01:42  ??   JuceLibraryCode/modules/juce_audio_processors_headless/format_types/LV2_SDK/lilv/src/lib.c
2026-03-12 01:01:42  ??   JuceLibraryCode/modules/juce_audio_processors_headless/format_types/LV2_SDK/lilv/src/lilv_internal.h
2026-03-12 01:01:42  ??   JuceLibraryCode/modules/juce_audio_processors_headless/format_types/LV2_SDK/lilv/src/node.c
2026-03-12 01:01:42  ??   JuceLibraryCode/modules/juce_audio_processors_headless/format_types/LV2_SDK/lilv/src/plugin.c
2026-03-12 01:01:42  ??   JuceLibraryCode/modules/juce_audio_processors_headless/format_types/LV2_SDK/lilv/src/pluginclass.c
2026-03-12 01:01:42  ??   JuceLibraryCode/modules/juce_audio_processors_headless/format_types/LV2_SDK/lilv/src/port.c
2026-03-12 01:01:42  ??   JuceLibraryCode/modules/juce_audio_processors_headless/format_types/LV2_SDK/lilv/src/query.c
2026-03-12 01:01:42  ??   JuceLibraryCode/modules/juce_audio_processors_headless/format_types/LV2_SDK/lilv/src/scalepoint.c
2026-03-12 01:01:42  ??   JuceLibraryCode/modules/juce_audio_processors_headless/format_types/LV2_SDK/lilv/src/state.c
2026-03-12 01:01:42  ??   JuceLibraryCode/modules/juce_audio_processors_headless/format_types/LV2_SDK/lilv/src/ui.c
2026-03-12 01:01:42  ??   JuceLibraryCode/modules/juce_audio_processors_headless/format_types/LV2_SDK/lilv/src/util.c
2026-03-12 01:01:42  ??   JuceLibraryCode/modules/juce_audio_processors_headless/format_types/LV2_SDK/lilv/src/world.c
2026-03-12 01:01:42  ??   JuceLibraryCode/modules/juce_audio_processors_headless/format_types/LV2_SDK/lilv/src/zix/common.h
2026-03-12 01:01:42  ??   JuceLibraryCode/modules/juce_audio_processors_headless/format_types/LV2_SDK/lilv/src/zix/tree.c
2026-03-12 01:01:42  ??   JuceLibraryCode/modules/juce_audio_processors_headless/format_types/LV2_SDK/lilv/src/zix/tree.h
2026-03-12 01:01:42  ??   JuceLibraryCode/modules/juce_audio_processors_headless/format_types/LV2_SDK/lilv_config.h
2026-03-12 01:01:42  ??   JuceLibraryCode/modules/juce_audio_processors_headless/format_types/LV2_SDK/lv2/COPYING
2026-03-12 01:01:42  ??   JuceLibraryCode/modules/juce_audio_processors_headless/format_types/LV2_SDK/lv2/lv2/atom/atom-test-utils.c
2026-03-12 01:01:42  ??   JuceLibraryCode/modules/juce_audio_processors_headless/format_types/LV2_SDK/lv2/lv2/atom/atom-test.c
2026-03-12 01:01:42  ??   JuceLibraryCode/modules/juce_audio_processors_headless/format_types/LV2_SDK/lv2/lv2/atom/atom.h
2026-03-12 01:01:42  ??   JuceLibraryCode/modules/juce_audio_processors_headless/format_types/LV2_SDK/lv2/lv2/atom/atom.meta.ttl
2026-03-12 01:01:42  ??   JuceLibraryCode/modules/juce_audio_processors_headless/format_types/LV2_SDK/lv2/lv2/atom/atom.ttl
2026-03-12 01:01:42  ??   JuceLibraryCode/modules/juce_audio_processors_headless/format_types/LV2_SDK/lv2/lv2/atom/forge-overflow-test.c
2026-03-12 01:01:42  ??   JuceLibraryCode/modules/juce_audio_processors_headless/format_types/LV2_SDK/lv2/lv2/atom/forge.h
2026-03-12 01:01:42  ??   JuceLibraryCode/modules/juce_audio_processors_headless/format_types/LV2_SDK/lv2/lv2/atom/manifest.ttl
2026-03-12 01:01:42  ??   JuceLibraryCode/modules/juce_audio_processors_headless/format_types/LV2_SDK/lv2/lv2/atom/util.h
2026-03-12 01:01:42  ??   JuceLibraryCode/modules/juce_audio_processors_headless/format_types/LV2_SDK/lv2/lv2/buf-size/buf-size.h
2026-03-12 01:01:42  ??   JuceLibraryCode/modules/juce_audio_processors_headless/format_types/LV2_SDK/lv2/lv2/buf-size/buf-size.meta.ttl
2026-03-12 01:01:42  ??   JuceLibraryCode/modules/juce_audio_processors_headless/format_types/LV2_SDK/lv2/lv2/buf-size/buf-size.ttl
2026-03-12 01:01:42  ??   JuceLibraryCode/modules/juce_audio_processors_headless/format_types/LV2_SDK/lv2/lv2/buf-size/manifest.ttl
2026-03-12 01:01:42  ??   JuceLibraryCode/modules/juce_audio_processors_headless/format_types/LV2_SDK/lv2/lv2/core/attributes.h
2026-03-12 01:01:42  ??   JuceLibraryCode/modules/juce_audio_processors_headless/format_types/LV2_SDK/lv2/lv2/core/lv2.h
2026-03-12 01:01:42  ??   JuceLibraryCode/modules/juce_audio_processors_headless/format_types/LV2_SDK/lv2/lv2/core/lv2_util.h
2026-03-12 01:01:42  ??   JuceLibraryCode/modules/juce_audio_processors_headless/format_types/LV2_SDK/lv2/lv2/core/lv2core.meta.ttl
2026-03-12 01:01:42  ??   JuceLibraryCode/modules/juce_audio_processors_headless/format_types/LV2_SDK/lv2/lv2/core/lv2core.ttl
2026-03-12 01:01:42  ??   JuceLibraryCode/modules/juce_audio_processors_headless/format_types/LV2_SDK/lv2/lv2/core/manifest.ttl
2026-03-12 01:01:42  ??   JuceLibraryCode/modules/juce_audio_processors_headless/format_types/LV2_SDK/lv2/lv2/core/meta.ttl
2026-03-12 01:01:42  ??   JuceLibraryCode/modules/juce_audio_processors_headless/format_types/LV2_SDK/lv2/lv2/core/people.ttl
2026-03-12 01:01:42  ??   JuceLibraryCode/modules/juce_audio_processors_headless/format_types/LV2_SDK/lv2/lv2/data-access/data-access.h
2026-03-12 01:01:42  ??   JuceLibraryCode/modules/juce_audio_processors_headless/format_types/LV2_SDK/lv2/lv2/data-access/data-access.meta.ttl
2026-03-12 01:01:42  ??   JuceLibraryCode/modules/juce_audio_processors_headless/format_types/LV2_SDK/lv2/lv2/data-access/data-access.ttl
2026-03-12 01:01:42  ??   JuceLibraryCode/modules/juce_audio_processors_headless/format_types/LV2_SDK/lv2/lv2/data-access/manifest.ttl
2026-03-12 01:01:42  ??   JuceLibraryCode/modules/juce_audio_processors_headless/format_types/LV2_SDK/lv2/lv2/dynmanifest/dynmanifest.h
2026-03-12 01:01:42  ??   JuceLibraryCode/modules/juce_audio_processors_headless/format_types/LV2_SDK/lv2/lv2/dynmanifest/dynmanifest.meta.ttl
2026-03-12 01:01:42  ??   JuceLibraryCode/modules/juce_audio_processors_headless/format_types/LV2_SDK/lv2/lv2/dynmanifest/dynmanifest.ttl
2026-03-12 01:01:42  ??   JuceLibraryCode/modules/juce_audio_processors_headless/format_types/LV2_SDK/lv2/lv2/dynmanifest/manifest.ttl
2026-03-12 01:01:42  ??   JuceLibraryCode/modules/juce_audio_processors_headless/format_types/LV2_SDK/lv2/lv2/event/event-helpers.h
2026-03-12 01:01:42  ??   JuceLibraryCode/modules/juce_audio_processors_headless/format_types/LV2_SDK/lv2/lv2/event/event.h
2026-03-12 01:01:42  ??   JuceLibraryCode/modules/juce_audio_processors_headless/format_types/LV2_SDK/lv2/lv2/event/event.meta.ttl
2026-03-12 01:01:42  ??   JuceLibraryCode/modules/juce_audio_processors_headless/format_types/LV2_SDK/lv2/lv2/event/event.ttl
2026-03-12 01:01:42  ??   JuceLibraryCode/modules/juce_audio_processors_headless/format_types/LV2_SDK/lv2/lv2/event/manifest.ttl
2026-03-12 01:01:42  ??   JuceLibraryCode/modules/juce_audio_processors_headless/format_types/LV2_SDK/lv2/lv2/instance-access/instance-access.h
2026-03-12 01:01:42  ??   JuceLibraryCode/modules/juce_audio_processors_headless/format_types/LV2_SDK/lv2/lv2/instance-access/instance-access.meta.ttl
2026-03-12 01:01:42  ??   JuceLibraryCode/modules/juce_audio_processors_headless/format_types/LV2_SDK/lv2/lv2/instance-access/instance-access.ttl
2026-03-12 01:01:42  ??   JuceLibraryCode/modules/juce_audio_processors_headless/format_types/LV2_SDK/lv2/lv2/instance-access/manifest.ttl
2026-03-12 01:01:42  ??   JuceLibraryCode/modules/juce_audio_processors_headless/format_types/LV2_SDK/lv2/lv2/log/log.h
2026-03-12 01:01:42  ??   JuceLibraryCode/modules/juce_audio_processors_headless/format_types/LV2_SDK/lv2/lv2/log/log.meta.ttl
2026-03-12 01:01:42  ??   JuceLibraryCode/modules/juce_audio_processors_headless/format_types/LV2_SDK/lv2/lv2/log/log.ttl
2026-03-12 01:01:42  ??   JuceLibraryCode/modules/juce_audio_processors_headless/format_types/LV2_SDK/lv2/lv2/log/logger.h
2026-03-12 01:01:42  ??   JuceLibraryCode/modules/juce_audio_processors_headless/format_types/LV2_SDK/lv2/lv2/log/manifest.ttl
2026-03-12 01:01:42  ??   JuceLibraryCode/modules/juce_audio_processors_headless/format_types/LV2_SDK/lv2/lv2/midi/manifest.ttl
2026-03-12 01:01:42  ??   JuceLibraryCode/modules/juce_audio_processors_headless/format_types/LV2_SDK/lv2/lv2/midi/midi.h
2026-03-12 01:01:42  ??   JuceLibraryCode/modules/juce_audio_processors_headless/format_types/LV2_SDK/lv2/lv2/midi/midi.meta.ttl
2026-03-12 01:01:42  ??   JuceLibraryCode/modules/juce_audio_processors_headless/format_types/LV2_SDK/lv2/lv2/midi/midi.ttl
2026-03-12 01:01:42  ??   JuceLibraryCode/modules/juce_audio_processors_headless/format_types/LV2_SDK/lv2/lv2/morph/manifest.ttl
2026-03-12 01:01:42  ??   JuceLibraryCode/modules/juce_audio_processors_headless/format_types/LV2_SDK/lv2/lv2/morph/morph.h
2026-03-12 01:01:42  ??   JuceLibraryCode/modules/juce_audio_processors_headless/format_types/LV2_SDK/lv2/lv2/morph/morph.meta.ttl
2026-03-12 01:01:42  ??   JuceLibraryCode/modules/juce_audio_processors_headless/format_types/LV2_SDK/lv2/lv2/morph/morph.ttl
2026-03-12 01:01:42  ??   JuceLibraryCode/modules/juce_audio_processors_headless/format_types/LV2_SDK/lv2/lv2/options/manifest.ttl
2026-03-12 01:01:42  ??   JuceLibraryCode/modules/juce_audio_processors_headless/format_types/LV2_SDK/lv2/lv2/options/options.h
2026-03-12 01:01:42  ??   JuceLibraryCode/modules/juce_audio_processors_headless/format_types/LV2_SDK/lv2/lv2/options/options.meta.ttl
2026-03-12 01:01:42  ??   JuceLibraryCode/modules/juce_audio_processors_headless/format_types/LV2_SDK/lv2/lv2/options/options.ttl
2026-03-12 01:01:42  ??   JuceLibraryCode/modules/juce_audio_processors_headless/format_types/LV2_SDK/lv2/lv2/parameters/manifest.ttl
2026-03-12 01:01:42  ??   JuceLibraryCode/modules/juce_audio_processors_headless/format_types/LV2_SDK/lv2/lv2/parameters/parameters.h
2026-03-12 01:01:42  ??   JuceLibraryCode/modules/juce_audio_processors_headless/format_types/LV2_SDK/lv2/lv2/parameters/parameters.meta.ttl
2026-03-12 01:01:42  ??   JuceLibraryCode/modules/juce_audio_processors_headless/format_types/LV2_SDK/lv2/lv2/parameters/parameters.ttl
2026-03-12 01:01:42  ??   JuceLibraryCode/modules/juce_audio_processors_headless/format_types/LV2_SDK/lv2/lv2/patch/manifest.ttl
2026-03-12 01:01:42  ??   JuceLibraryCode/modules/juce_audio_processors_headless/format_types/LV2_SDK/lv2/lv2/patch/patch.h
2026-03-12 01:01:42  ??   JuceLibraryCode/modules/juce_audio_processors_headless/format_types/LV2_SDK/lv2/lv2/patch/patch.meta.ttl
2026-03-12 01:01:42  ??   JuceLibraryCode/modules/juce_audio_processors_headless/format_types/LV2_SDK/lv2/lv2/patch/patch.ttl
2026-03-12 01:01:42  ??   JuceLibraryCode/modules/juce_audio_processors_headless/format_types/LV2_SDK/lv2/lv2/port-groups/manifest.ttl
2026-03-12 01:01:42  ??   JuceLibraryCode/modules/juce_audio_processors_headless/format_types/LV2_SDK/lv2/lv2/port-groups/port-groups.h
2026-03-12 01:01:42  ??   JuceLibraryCode/modules/juce_audio_processors_headless/format_types/LV2_SDK/lv2/lv2/port-groups/port-groups.meta.ttl
2026-03-12 01:01:42  ??   JuceLibraryCode/modules/juce_audio_processors_headless/format_types/LV2_SDK/lv2/lv2/port-groups/port-groups.ttl
2026-03-12 01:01:42  ??   JuceLibraryCode/modules/juce_audio_processors_headless/format_types/LV2_SDK/lv2/lv2/port-props/manifest.ttl
2026-03-12 01:01:42  ??   JuceLibraryCode/modules/juce_audio_processors_headless/format_types/LV2_SDK/lv2/lv2/port-props/port-props.h
2026-03-12 01:01:42  ??   JuceLibraryCode/modules/juce_audio_processors_headless/format_types/LV2_SDK/lv2/lv2/port-props/port-props.meta.ttl
2026-03-12 01:01:42  ??   JuceLibraryCode/modules/juce_audio_processors_headless/format_types/LV2_SDK/lv2/lv2/port-props/port-props.ttl
2026-03-12 01:01:42  ??   JuceLibraryCode/modules/juce_audio_processors_headless/format_types/LV2_SDK/lv2/lv2/presets/manifest.ttl
2026-03-12 01:01:42  ??   JuceLibraryCode/modules/juce_audio_processors_headless/format_types/LV2_SDK/lv2/lv2/presets/presets.h
2026-03-12 01:01:42  ??   JuceLibraryCode/modules/juce_audio_processors_headless/format_types/LV2_SDK/lv2/lv2/presets/presets.meta.ttl
2026-03-12 01:01:42  ??   JuceLibraryCode/modules/juce_audio_processors_headless/format_types/LV2_SDK/lv2/lv2/presets/presets.ttl
2026-03-12 01:01:42  ??   JuceLibraryCode/modules/juce_audio_processors_headless/format_types/LV2_SDK/lv2/lv2/resize-port/manifest.ttl
2026-03-12 01:01:42  ??   JuceLibraryCode/modules/juce_audio_processors_headless/format_types/LV2_SDK/lv2/lv2/resize-port/resize-port.h
2026-03-12 01:01:42  ??   JuceLibraryCode/modules/juce_audio_processors_headless/format_types/LV2_SDK/lv2/lv2/resize-port/resize-port.meta.ttl
2026-03-12 01:01:42  ??   JuceLibraryCode/modules/juce_audio_processors_headless/format_types/LV2_SDK/lv2/lv2/resize-port/resize-port.ttl
2026-03-12 01:01:42  ??   JuceLibraryCode/modules/juce_audio_processors_headless/format_types/LV2_SDK/lv2/lv2/state/manifest.ttl
2026-03-12 01:01:42  ??   JuceLibraryCode/modules/juce_audio_processors_headless/format_types/LV2_SDK/lv2/lv2/state/state.h
2026-03-12 01:01:42  ??   JuceLibraryCode/modules/juce_audio_processors_headless/format_types/LV2_SDK/lv2/lv2/state/state.meta.ttl
2026-03-12 01:01:42  ??   JuceLibraryCode/modules/juce_audio_processors_headless/format_types/LV2_SDK/lv2/lv2/state/state.ttl
2026-03-12 01:01:42  ??   JuceLibraryCode/modules/juce_audio_processors_headless/format_types/LV2_SDK/lv2/lv2/time/manifest.ttl
2026-03-12 01:01:42  ??   JuceLibraryCode/modules/juce_audio_processors_headless/format_types/LV2_SDK/lv2/lv2/time/time.h
2026-03-12 01:01:42  ??   JuceLibraryCode/modules/juce_audio_processors_headless/format_types/LV2_SDK/lv2/lv2/time/time.meta.ttl
2026-03-12 01:01:42  ??   JuceLibraryCode/modules/juce_audio_processors_headless/format_types/LV2_SDK/lv2/lv2/time/time.ttl
2026-03-12 01:01:42  ??   JuceLibraryCode/modules/juce_audio_processors_headless/format_types/LV2_SDK/lv2/lv2/ui/manifest.ttl
2026-03-12 01:01:42  ??   JuceLibraryCode/modules/juce_audio_processors_headless/format_types/LV2_SDK/lv2/lv2/ui/ui.h
2026-03-12 01:01:42  ??   JuceLibraryCode/modules/juce_audio_processors_headless/format_types/LV2_SDK/lv2/lv2/ui/ui.meta.ttl
2026-03-12 01:01:42  ??   JuceLibraryCode/modules/juce_audio_processors_headless/format_types/LV2_SDK/lv2/lv2/ui/ui.ttl
2026-03-12 01:01:42  ??   JuceLibraryCode/modules/juce_audio_processors_headless/format_types/LV2_SDK/lv2/lv2/units/manifest.ttl
2026-03-12 01:01:42  ??   JuceLibraryCode/modules/juce_audio_processors_headless/format_types/LV2_SDK/lv2/lv2/units/units.h
2026-03-12 01:01:42  ??   JuceLibraryCode/modules/juce_audio_processors_headless/format_types/LV2_SDK/lv2/lv2/units/units.meta.ttl
2026-03-12 01:01:42  ??   JuceLibraryCode/modules/juce_audio_processors_headless/format_types/LV2_SDK/lv2/lv2/units/units.ttl
2026-03-12 01:01:42  ??   JuceLibraryCode/modules/juce_audio_processors_headless/format_types/LV2_SDK/lv2/lv2/uri-map/manifest.ttl
2026-03-12 01:01:42  ??   JuceLibraryCode/modules/juce_audio_processors_headless/format_types/LV2_SDK/lv2/lv2/uri-map/uri-map.h
2026-03-12 01:01:42  ??   JuceLibraryCode/modules/juce_audio_processors_headless/format_types/LV2_SDK/lv2/lv2/uri-map/uri-map.meta.ttl
2026-03-12 01:01:42  ??   JuceLibraryCode/modules/juce_audio_processors_headless/format_types/LV2_SDK/lv2/lv2/uri-map/uri-map.ttl
2026-03-12 01:01:42  ??   JuceLibraryCode/modules/juce_audio_processors_headless/format_types/LV2_SDK/lv2/lv2/urid/manifest.ttl
2026-03-12 01:01:42  ??   JuceLibraryCode/modules/juce_audio_processors_headless/format_types/LV2_SDK/lv2/lv2/urid/urid.h
2026-03-12 01:01:42  ??   JuceLibraryCode/modules/juce_audio_processors_headless/format_types/LV2_SDK/lv2/lv2/urid/urid.meta.ttl
2026-03-12 01:01:42  ??   JuceLibraryCode/modules/juce_audio_processors_headless/format_types/LV2_SDK/lv2/lv2/urid/urid.ttl
2026-03-12 01:01:42  ??   JuceLibraryCode/modules/juce_audio_processors_headless/format_types/LV2_SDK/lv2/lv2/worker/manifest.ttl
2026-03-12 01:01:42  ??   JuceLibraryCode/modules/juce_audio_processors_headless/format_types/LV2_SDK/lv2/lv2/worker/worker.h
2026-03-12 01:01:42  ??   JuceLibraryCode/modules/juce_audio_processors_headless/format_types/LV2_SDK/lv2/lv2/worker/worker.meta.ttl
2026-03-12 01:01:42  ??   JuceLibraryCode/modules/juce_audio_processors_headless/format_types/LV2_SDK/lv2/lv2/worker/worker.ttl
2026-03-12 01:01:42  ??   JuceLibraryCode/modules/juce_audio_processors_headless/format_types/LV2_SDK/serd/COPYING
2026-03-12 01:01:42  ??   JuceLibraryCode/modules/juce_audio_processors_headless/format_types/LV2_SDK/serd/serd/serd.h
2026-03-12 01:01:42  ??   JuceLibraryCode/modules/juce_audio_processors_headless/format_types/LV2_SDK/serd/src/.clang-tidy
2026-03-12 01:01:42  ??   JuceLibraryCode/modules/juce_audio_processors_headless/format_types/LV2_SDK/serd/src/attributes.h
2026-03-12 01:01:42  ??   JuceLibraryCode/modules/juce_audio_processors_headless/format_types/LV2_SDK/serd/src/base64.c
2026-03-12 01:01:42  ??   JuceLibraryCode/modules/juce_audio_processors_headless/format_types/LV2_SDK/serd/src/base64.h
2026-03-12 01:01:42  ??   JuceLibraryCode/modules/juce_audio_processors_headless/format_types/LV2_SDK/serd/src/byte_sink.h
2026-03-12 01:01:42  ??   JuceLibraryCode/modules/juce_audio_processors_headless/format_types/LV2_SDK/serd/src/byte_source.c
2026-03-12 01:01:42  ??   JuceLibraryCode/modules/juce_audio_processors_headless/format_types/LV2_SDK/serd/src/byte_source.h
2026-03-12 01:01:42  ??   JuceLibraryCode/modules/juce_audio_processors_headless/format_types/LV2_SDK/serd/src/env.c
2026-03-12 01:01:42  ??   JuceLibraryCode/modules/juce_audio_processors_headless/format_types/LV2_SDK/serd/src/n3.c
2026-03-12 01:01:42  ??   JuceLibraryCode/modules/juce_audio_processors_headless/format_types/LV2_SDK/serd/src/node.c
2026-03-12 01:01:42  ??   JuceLibraryCode/modules/juce_audio_processors_headless/format_types/LV2_SDK/serd/src/node.h
2026-03-12 01:01:42  ??   JuceLibraryCode/modules/juce_audio_processors_headless/format_types/LV2_SDK/serd/src/reader.c
2026-03-12 01:01:42  ??   JuceLibraryCode/modules/juce_audio_processors_headless/format_types/LV2_SDK/serd/src/reader.h
2026-03-12 01:01:42  ??   JuceLibraryCode/modules/juce_audio_processors_headless/format_types/LV2_SDK/serd/src/serd_config.h
2026-03-12 01:01:42  ??   JuceLibraryCode/modules/juce_audio_processors_headless/format_types/LV2_SDK/serd/src/serd_internal.h
2026-03-12 01:01:42  ??   JuceLibraryCode/modules/juce_audio_processors_headless/format_types/LV2_SDK/serd/src/serdi.c
2026-03-12 01:01:42  ??   JuceLibraryCode/modules/juce_audio_processors_headless/format_types/LV2_SDK/serd/src/stack.h
2026-03-12 01:01:42  ??   JuceLibraryCode/modules/juce_audio_processors_headless/format_types/LV2_SDK/serd/src/string.c
2026-03-12 01:01:42  ??   JuceLibraryCode/modules/juce_audio_processors_headless/format_types/LV2_SDK/serd/src/string_utils.h
